gauge_id,country,gauge_name,water_body_name,id6,water_body_type,gauge_lon,gauge_lat,gauge_easting,gauge_northing,gauge_elevation,area,elev_mean,elev_min,elev_percentile10,elev_percentile25,elev_percentile50,elev_percentile75,elev_percentile90,elev_max,slope_mean,flat_area_perc,steep_area_perc,ind_start_date,ind_end_date,ind_number_of_years,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,sign_start_date,sign_end_date,sign_number_of_years,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index_landson,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing,geo_porosity,geo_log10_permeability,unconsol_sediments,siliciclastic_sedimentary,mixed_sedimentary,carbonate_sedimentary,pyroclastic,acid_volcanic,basic_volcanic,acid_plutonic,intermediate_plutonic,basic_plutonic,metamorphics,water_geo,ice_geo,crop_perc,grass_perc,scrub_perc,dwood_perc,mixed_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,dom_land_cover,glac_area,glac_vol,glac_mass,glac_area_neighbours,n_inhabitants,dens_inhabitants,hp_count,hp_qturb,hp_inst_turb,hp_max_power,num_reservoir,reservoir_cap,reservoir_he,reservoir_fs,reservoir_irr,reservoir_nousedata,reservoir_year_first,reservoir_year_last,unconsol_coarse_perc,unconsol_medium_perc,unconsol_fine_perc,unconsol_imperm_perc,hardrock_perc,hardrock_imperm_perc,karst_perc,water_perc,null_perc,ext_area_perc
2206,CH,Melera_(Valle_Morobbia),Melera,MelMel,stream,9.08,46.17,2726988,1114670,981.0,1.1,1433.19,980.67,1155.21,1291.28,1446.39,1596.26,1677.51,1764.37,29.13,0.12,95.75,1984-10-01,2020-09-30,33,4.756,2.366,0.498,0.473,0.152,22.879,1.378,jja,255.036,5.519,djf,1984-10-01,2020-09-30,33,3.837,0.807,1.039,1.713,0.677,191.879,0.972,9.883,3.303,1.703,11.394,8.545,0.0,67.875,64.969,69.769,75.769,81.769,86.569,-0.874,0.0,22.642,9.1,12.577,16.923,21.269,24.746,0.874,0.0,9.484,4.331,5.654,7.308,8.962,10.285,0.874,0.0,0.501,0.457,0.53,0.621,0.712,0.785,-0.874,0.0,1.582,1.559,1.597,1.644,1.691,1.728,-0.874,0.0,99.111,70.289,77.69,86.94,96.19,103.59,0.874,0.0,1.3,1.3,1.3,1.3,1.3,1.3,-inf,0.0,2.749,2.6,2.846,3.154,3.462,3.708,-0.874,0.0,50.183,47.559,50.121,50.491,50.558,51.476,-0.287,0.0,31.244,30.343,40.683,53.608,66.533,76.873,-1.725,0.0,0.01,-14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,26.88,0.0,73.12,0.0,0.0,0.0,0.0,0.0,0.0,ewood_perc,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,68.99,31.01,0.0,0.0,0.0,0.0
2207,CH,Luzern,Vierwaldstättersee,ViSLuz,lake,8.32,47.05,2666950,1211915,432.0,2242.7,1504.16,430.13,491.18,899.71,1504.48,2052.07,2471.68,3597.23,23.53,9.72,70.87,1981-10-01,2020-09-30,39,4.604,1.541,0.335,0.238,0.261,15.384,1.163,jja,195.279,3.389,son,,,0,,,,,,,,,,,,,,67.049,38.467,54.504,71.904,76.448,84.374,-0.313,27.24,20.516,9.423,13.8,17.155,28.131,37.362,0.33,27.24,12.434,5.099,8.98,10.613,14.982,26.631,0.289,27.24,0.892,0.381,0.434,0.645,1.028,1.568,0.131,27.24,1.521,1.358,1.42,1.536,1.588,1.695,-0.104,27.24,82.504,25.105,70.251,88.604,105.653,113.328,-0.194,27.24,0.807,0.017,0.087,1.16,1.23,1.286,-0.589,0.0,9.041,2.73,4.357,7.35,14.797,19.318,0.275,27.24,48.737,39.819,47.607,50.529,51.676,53.264,-0.36,5.99,24.322,2.703,22.437,27.796,30.613,54.286,-0.227,5.99,0.066,-12.985,15.37,0.62,12.81,39.27,0.0,1.1,0.0,8.13,0.15,0.0,14.52,5.59,2.44,2.15,32.1,0.77,0.94,10.65,13.72,4.83,5.77,3.73,7.15,14.8,3.39,grass_perc,73.6138,3.93646,3345.994,0.0,251672,112.218,6,79.55,262.0,255.2,10,111149.0,1.0,0.0,0.0,0.0,1910.0,1965.0,1.53,2.54,10.95,0.34,30.67,21.88,24.05,8.03,0.0,0.01
2208,CH,Ligerz-klein_Twann,Bielersee,BiSLig,lake,7.15,47.09,2578320,1215670,426.0,8236.0,1145.23,424.17,499.11,651.01,987.0,1470.21,2047.96,4084.22,14.54,20.95,39.0,1981-10-01,2020-09-30,39,3.785,1.67,0.441,0.148,0.135,15.589,1.163,jja,200.535,3.594,son,,,0,,,,,,,,,,,,,,55.057,37.11,40.684,43.686,72.861,79.124,0.655,15.82,27.578,11.227,16.141,34.425,35.215,43.068,-0.617,15.82,17.365,6.835,10.081,19.217,24.275,27.135,-0.251,15.82,1.817,0.392,0.517,0.638,0.967,1.827,0.196,15.82,1.414,1.242,1.374,1.413,1.525,1.629,0.002,15.82,95.757,47.84,84.484,96.861,108.239,113.901,-0.036,15.82,1.01,0.031,0.903,1.198,1.259,1.375,-0.374,0.0,8.973,2.716,4.761,8.046,13.376,16.836,0.172,15.82,46.742,41.328,44.832,46.841,49.08,51.3,-0.028,4.83,46.653,2.766,27.271,32.052,69.515,120.461,0.4,4.83,0.071,-12.723,30.53,0.01,19.38,38.96,0.0,0.0,0.0,1.43,0.0,0.0,2.95,4.75,1.99,27.72,20.96,0.91,1.2,13.57,14.64,1.11,4.78,2.85,2.09,5.13,5.03,crop_perc,190.5194,13.08887,11125.543,0.0,1317109,159.921,18,660.48,1506.8,1453.5,18,608560.0,1.0,0.0,0.0,0.0,1920.0,1973.0,1.69,3.18,23.5,2.26,21.0,19.44,22.18,6.75,0.0,0.0
2209,CH,Zürich_(Zürichhorn),Zürichsee,ZuSZue,lake,8.55,47.35,2684000,1245475,405.0,1825.0,1223.37,401.92,420.74,578.07,1143.52,1761.89,2161.48,3557.05,19.82,16.05,57.14,1981-10-01,2020-09-30,39,4.697,1.584,0.337,0.283,0.186,15.641,1.182,,196.766,3.452,son,,,0,,,,,,,,,,,,,,61.058,37.392,42.369,65.226,73.325,81.667,-0.253,18.07,23.606,8.96,16.111,21.443,34.536,37.543,0.211,18.07,15.336,5.978,9.708,14.278,23.463,25.458,0.151,18.07,1.089,0.353,0.433,0.584,0.75,1.342,0.126,18.07,1.478,1.359,1.384,1.521,1.551,1.661,-0.252,18.07,86.289,30.919,81.355,95.207,105.035,112.875,-0.336,18.07,0.95,0.026,0.512,1.196,1.263,1.409,-0.449,0.0,9.65,2.768,4.747,8.606,14.932,18.981,0.176,18.07,48.49,40.665,46.972,49.241,50.974,52.485,-0.203,6.28,28.015,2.69,16.0,28.292,30.394,69.543,-0.014,6.28,0.09,-12.836,20.58,10.95,27.22,33.33,0.0,0.36,0.0,0.16,0.01,0.0,0.15,6.53,0.72,10.63,29.05,0.28,0.67,13.13,13.64,3.27,6.67,1.26,5.08,8.81,7.52,grass_perc,20.904,0.98429,836.65,0.0,496056,271.812,9,368.55,1814.52,1858.18,9,328210.0,1.0,0.0,0.0,0.0,1910.0,2015.0,1.81,2.37,16.16,0.24,21.18,32.54,18.45,7.25,0.0,0.0
2210,CH,Ocourt,Doubs,DouOco,stream,7.08,47.35,2572530,1244460,424.0,1275.4,960.04,417.88,791.5,858.17,970.71,1054.75,1154.65,1446.23,8.76,23.87,16.4,1981-10-01,2020-09-30,39,4.137,1.733,0.419,-0.018,0.108,15.436,1.173,son,202.099,3.683,son,1981-10-01,2020-09-30,39,2.209,0.534,1.319,3.17,0.546,147.256,0.369,6.519,3.128,2.49,39.897,7.553,0.0,46.104,34.876,36.756,41.446,43.395,78.44,0.29,0.24,34.135,14.455,29.939,35.99,43.026,43.87,-0.166,0.24,19.762,6.467,17.783,20.934,23.228,27.068,-0.153,0.24,1.599,0.327,0.546,0.746,1.657,2.11,0.2,0.24,1.389,1.247,1.38,1.389,1.413,1.642,0.0,0.24,71.584,45.015,48.071,64.246,85.09,113.371,0.235,0.24,0.822,0.34,0.527,0.688,1.204,1.298,0.345,0.0,8.945,3.331,7.138,8.636,10.082,15.871,0.08,0.24,47.872,45.815,46.847,47.68,48.97,50.157,0.14,0.37,23.655,3.498,7.97,13.559,53.965,69.138,0.383,0.37,0.077,-12.238,3.56,4.33,17.71,74.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,23.65,25.78,1.03,2.9,10.54,28.81,2.13,0.74,0.0,0.12,0.0,4.3,ewood_perc,0.0,0.0,0.0,0.0,133598,104.75,0,0.0,0.0,0.0,2,41200.0,1.0,0.0,0.0,0.0,1953.0,1953.0,0.0,1.15,6.679,1.9,9.639,2.47,77.532,0.63,0.0,0.0
2215,CH,Laupen,Saane,SaaLau,stream,7.23,46.91,2584440,1195300,480.0,1861.8,1140.78,480.41,663.92,760.25,1029.53,1460.18,1755.12,3204.46,15.19,12.72,42.28,1981-10-01,2020-09-30,39,3.836,1.636,0.426,0.198,0.116,17.795,1.176,jja,212.201,3.753,son,1981-10-01,2020-09-30,39,2.435,0.635,1.165,1.777,0.615,191.641,0.442,5.415,0.077,1.0,25.615,1.768,0.0,54.717,37.785,40.673,43.758,72.696,78.049,0.634,5.73,27.962,12.501,16.476,32.868,35.041,37.748,-0.444,5.73,17.321,6.89,10.145,18.799,24.296,27.31,-0.193,5.73,1.61,0.423,0.492,0.638,1.102,1.694,0.194,5.73,1.416,1.231,1.375,1.418,1.54,1.626,-0.009,5.73,95.951,42.519,86.161,103.068,107.682,113.387,-0.219,5.73,1.103,0.078,1.085,1.2,1.262,1.396,-0.246,0.0,8.734,2.607,4.741,5.008,14.351,17.062,0.647,5.73,46.998,44.079,45.501,46.959,48.667,49.922,0.019,0.3,46.165,3.701,27.527,49.867,69.343,104.732,-0.116,0.3,0.076,-12.691,30.34,0.0,26.48,42.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.14,28.43,29.91,0.69,0.2,9.82,20.4,0.78,0.88,0.19,2.29,2.04,4.38,grass_perc,2.6273,0.10744,91.328,0.0,266061,142.905,4,311.5,167.3,144.4,8,368500.0,1.0,0.0,0.0,0.0,1920.0,1973.0,0.37,4.6,24.818,0.48,28.847,27.717,12.059,1.11,0.0,0.0
2217,CH,Chancy-Vers_Vaux,Rhône,RhoCVV,stream,5.96,46.13,2485440,1110040,332.0,10418.3,1560.3,329.87,432.08,696.37,1451.19,2293.6,2859.19,4787.66,19.61,17.02,58.85,1981-10-01,2020-09-30,39,3.608,1.779,0.493,0.054,0.29,17.923,1.195,son,211.073,3.856,son,,,0,,,,,,,,,,,,,,51.597,20.153,37.413,42.215,72.779,87.501,0.448,26.3,27.992,8.46,16.944,33.671,35.72,43.491,-0.51,26.3,20.411,4.684,9.826,20.165,24.835,45.038,0.02,26.3,1.163,0.388,0.495,0.697,1.548,2.297,0.21,26.3,1.437,1.25,1.361,1.387,1.561,1.735,0.321,26.3,70.704,24.681,44.742,69.2,101.659,113.112,0.047,26.3,0.635,0.019,0.093,0.494,1.198,1.28,0.253,0.0,10.835,2.716,4.39,9.936,16.798,20.607,0.135,26.3,46.003,37.847,44.249,47.395,49.626,52.228,-0.227,7.58,46.391,15.316,27.824,30.719,69.157,121.01,0.464,7.58,0.066,-13.137,22.19,9.94,12.38,25.23,0.0,0.0,0.72,3.68,0.0,0.18,17.52,3.25,4.91,10.79,16.56,1.62,3.98,7.64,16.13,2.62,5.81,7.9,5.7,14.48,6.76,grass_perc,646.8654,51.1206,43452.507,102.5193,2038855,195.699,34,468.24,3706.43,3551.05,33,1242503.0,0.999,0.0,0.001,0.0,1914.0,1989.0,1.34,3.92,23.36,0.45,22.53,22.77,13.95,11.59,0.0,0.09
2219,CH,Oberried_/_Lenk,Simme,SimObL,stream,7.47,46.43,2602630,1141660,1096.0,34.7,2331.06,1096.4,1529.85,1985.03,2464.4,2727.0,2815.28,3210.0,22.78,8.25,65.3,1981-10-01,2020-09-30,39,4.924,1.169,0.237,0.142,0.48,19.102,1.213,jja,213.15,3.657,son,1981-10-01,2020-09-30,39,5.711,1.16,0.047,4.88,0.662,281.692,0.47,18.313,5.308,2.156,111.87,19.136,0.0,46.428,45.073,52.134,60.96,69.787,76.674,-1.481,89.68,35.652,15.726,20.123,25.979,31.836,36.521,1.507,89.68,17.92,7.601,10.091,13.06,16.03,18.406,1.43,89.68,0.646,0.444,0.529,0.634,0.907,1.132,0.103,89.68,1.43,1.365,1.39,1.424,1.527,1.609,0.108,89.68,111.64,103.203,113.273,113.312,113.351,113.383,-0.234,89.68,0.134,0.065,0.325,0.65,0.975,1.235,-1.304,0.0,4.647,2.757,3.632,4.725,4.807,4.838,-0.151,89.68,46.779,38.212,39.948,49.541,50.9,54.952,-0.444,15.2,28.982,26.521,27.254,27.528,32.264,55.049,0.18,15.2,0.064,-14.802,2.58,0.0,18.03,50.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.37,0.0,9.27,0.0,0.0,0.0,11.08,1.51,0.0,27.6,8.52,42.03,0.0,rock_perc,9.0437,0.81253,690.652,0.0,9,0.259,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.46,2.12,0.0,16.2,27.43,24.41,29.37,0.0,0.01
2232,CH,Adelboden,Allenbach,AllAde,stream,7.55,46.49,2608710,1148300,1339.0,28.8,1857.5,1339.26,1518.85,1660.54,1836.42,2011.38,2246.28,2711.14,23.91,0.59,76.83,1981-10-01,2020-09-30,39,4.286,1.229,0.287,0.184,0.315,17.436,1.164,jja,213.33,3.624,son,1981-10-01,2020-09-30,39,3.619,0.844,1.437,2.056,0.656,228.872,0.831,11.442,1.949,2.621,10.025,10.026,0.0,62.231,46.534,59.439,73.075,76.157,77.693,-0.669,22.36,24.689,13.393,15.428,17.241,27.466,35.647,0.668,22.36,13.08,6.997,7.907,13.849,16.829,18.566,-0.141,22.36,0.811,0.459,0.601,0.818,1.02,1.154,-0.026,22.36,1.442,1.366,1.392,1.429,1.496,1.599,0.145,22.36,105.776,83.093,91.206,113.253,113.322,113.377,-0.574,22.36,1.009,0.065,0.325,0.65,0.975,1.235,0.663,0.0,4.733,2.907,4.383,4.8,4.838,7.266,-0.05,22.36,47.719,38.465,47.558,48.598,49.208,50.092,-0.307,0.0,29.756,27.013,27.399,27.69,42.029,56.876,0.214,0.0,0.062,-11.885,17.66,0.0,2.14,80.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92,0.0,0.0,0.0,18.98,1.3,0.0,0.0,5.62,11.18,0.0,grass_perc,0.0,0.0,0.0,0.0,327,11.354,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,13.45,4.22,6.0,68.16,8.17,0.0,0.0,0.0
2239,CH,Punt_dal_Gall,Spöl,SpoPun,stream,10.19,46.63,2811020,1167920,1717.0,294.6,2389.85,1704.31,1962.27,2157.64,2395.13,2634.14,2791.2,3244.0,25.57,2.62,82.87,1981-10-01,2020-09-30,39,2.598,1.151,0.443,0.443,0.414,20.0,1.287,jja,244.483,4.483,djf,1981-10-01,2020-09-30,39,0.294,0.113,0.06,2.16,0.868,247.513,0.148,0.584,0.667,1.13,0.0,0.0,0.0,48.527,38.544,42.058,42.936,51.335,76.82,0.442,10.13,30.812,14.407,30.496,33.433,34.226,36.436,-0.355,10.13,20.661,8.37,19.313,23.808,23.955,25.382,-0.551,10.13,1.452,0.434,1.19,1.495,1.714,2.235,-0.072,10.13,1.345,1.28,1.291,1.329,1.362,1.588,0.159,10.13,57.993,32.481,44.861,47.632,71.526,112.278,0.38,10.13,0.618,0.045,0.265,0.578,0.949,1.23,0.101,0.0,9.777,3.308,3.732,11.591,12.469,16.576,-0.363,10.13,42.774,21.199,37.316,46.963,48.407,50.279,-0.537,0.61,29.269,26.591,27.345,27.717,37.687,46.631,0.171,0.61,0.032,-12.75,14.59,1.13,0.05,37.77,0.0,0.0,0.0,0.01,0.0,0.0,46.45,0.0,0.0,0.69,26.29,5.13,0.0,0.0,15.56,3.44,1.44,0.14,10.79,36.06,0.46,rock_perc,0.0,0.0,0.0,0.8331,6549,22.23,0,0.0,0.0,0.0,1,164600.0,1.0,0.0,0.0,0.0,1968.0,1968.0,0.0,2.88,9.16,0.0,11.88,38.43,35.51,2.14,0.0,0.0
2243,CH,Baden-Limmatpromenade,Limmat,LimBad,stream,8.31,47.48,2665640,1258690,358.0,2393.7,1131.03,358.52,422.16,553.47,992.68,1596.87,2071.9,3557.05,17.86,17.13,50.84,1981-10-01,2020-09-30,39,4.577,1.628,0.356,0.282,0.159,15.41,1.169,jja,195.971,3.446,son,1981-10-01,2020-09-30,39,3.597,0.786,1.342,1.153,0.773,213.718,1.63,7.377,0.0,0.0,0.0,0.0,0.0,58.285,36.987,40.945,58.755,72.572,80.499,-0.028,14.24,25.299,9.334,16.389,26.413,34.572,37.713,-0.108,14.24,16.415,6.353,10.475,15.014,24.237,26.261,0.195,14.24,1.144,0.362,0.439,0.582,0.72,1.399,0.133,14.24,1.461,1.358,1.382,1.508,1.543,1.646,-0.261,14.24,89.397,36.264,85.371,95.443,105.168,113.024,-0.236,14.24,1.012,0.033,0.943,1.204,1.266,1.413,-0.375,0.0,9.537,2.727,4.666,8.715,14.576,18.394,0.141,14.24,48.117,41.565,46.225,48.645,50.705,52.28,-0.147,5.13,32.519,2.682,15.712,28.713,50.142,79.502,0.142,5.13,0.082,-12.715,27.3,8.35,27.21,30.63,0.0,0.28,0.0,0.13,0.0,0.0,0.11,5.44,0.55,12.77,26.85,0.59,0.62,14.63,14.57,2.77,5.57,0.96,4.15,6.78,9.75,grass_perc,20.904,0.98429,836.65,0.0,1007149,420.75,9,368.55,1814.52,1858.18,10,328601.0,0.999,0.001,0.0,0.0,1910.0,2015.0,2.29,5.279,18.828,0.91,18.948,33.077,14.679,5.989,0.0,0.0
2244,CH,Klusmatten,Krummbach,KruKlu,stream,8.02,46.22,2644500,1119420,1810.0,19.4,2265.22,1805.59,1917.12,2039.23,2261.43,2457.49,2592.9,3173.06,21.07,2.19,67.34,1981-10-01,2020-09-30,37,3.579,1.306,0.365,0.044,0.459,18.323,1.324,mam,244.797,4.671,djf,1981-10-01,2020-09-30,37,3.485,0.98,0.868,2.946,0.636,245.297,0.573,12.348,10.794,4.385,42.85,13.774,0.0,72.723,64.837,69.109,73.514,75.407,76.921,-0.175,29.31,17.778,13.44,15.201,17.403,21.21,24.734,0.089,29.31,9.499,9.052,9.261,9.522,9.921,10.477,-0.038,29.31,0.93,0.428,0.434,0.602,1.001,1.32,0.678,29.31,1.582,1.555,1.577,1.587,1.589,1.59,-0.356,29.31,46.796,16.898,34.222,55.878,79.044,100.161,-0.244,29.31,0.416,0.012,0.06,0.298,0.876,1.224,0.233,0.0,16.071,4.504,12.366,16.897,18.949,20.59,-0.124,29.31,49.601,39.337,49.813,50.873,51.632,52.326,-0.333,0.0,27.787,27.227,27.437,27.699,40.908,54.515,0.051,0.0,0.072,-13.777,24.86,33.41,0.0,6.08,0.0,0.0,0.65,0.0,0.0,0.0,34.68,0.32,0.0,0.0,52.03,0.0,0.0,0.0,0.0,6.14,0.0,0.0,16.6,25.24,0.0,grass_perc,0.1249,0.00337,2.862,0.0,16,0.825,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,24.86,0.0,58.92,15.39,0.51,0.32,0.0,0.0
2247,CH,Sortie_du_lac_des_Brenets,Doubs,DouSor,stream,6.71,47.08,2544560,1214880,748.0,867.4,985.29,747.3,825.23,873.73,974.8,1070.68,1172.84,1446.23,7.38,27.27,10.96,1981-10-01,2020-09-30,39,4.305,1.684,0.391,-0.044,0.133,16.436,1.168,djf,205.15,3.734,son,1981-10-01,2020-09-30,39,1.794,0.417,1.636,3.627,0.454,143.538,0.202,6.632,11.461,2.96,93.537,17.289,0.0,45.203,34.944,36.13,39.971,41.983,78.376,0.345,0.35,35.476,14.728,34.272,39.076,43.123,43.825,-0.329,0.35,19.321,6.519,18.654,21.818,22.838,23.962,-0.454,0.35,1.047,0.337,0.538,0.728,1.693,2.105,0.312,0.35,1.407,1.298,1.382,1.387,1.403,1.64,0.197,0.35,59.279,44.879,47.933,52.528,68.409,85.376,0.417,0.35,0.678,0.322,0.492,0.589,0.854,1.259,0.269,0.0,9.969,4.837,8.155,9.512,10.199,16.152,0.126,0.35,48.087,45.855,46.977,48.003,49.388,50.312,0.059,0.53,20.581,3.406,7.511,12.641,52.302,69.111,0.311,0.53,0.084,-12.391,4.89,6.36,24.89,63.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,30.03,1.49,0.42,6.26,35.01,3.08,0.93,0.0,0.18,0.0,4.9,ewood_perc,0.0,0.0,0.0,0.0,82743,95.392,0,0.0,0.0,0.0,1,20600.0,1.0,0.0,0.0,0.0,1953.0,1953.0,0.01,1.7,9.819,2.45,5.749,1.12,78.362,0.79,0.0,0.0
2251,CH,Plaffeien-Schwyberg,Rotenbach,RotPla,stream,7.28,46.69,2587980,1170590,1298.0,1.7,1459.82,1301.23,1353.52,1396.34,1455.83,1520.63,1572.11,1611.62,12.28,0.55,23.45,1981-10-01,2018-09-30,37,4.736,1.222,0.258,0.223,0.188,18.244,1.14,jja,211.869,3.715,son,1981-10-01,2018-09-30,37,4.38,0.925,1.342,2.754,0.42,199.108,0.563,17.439,20.514,1.595,67.434,7.748,0.0,36.157,28.025,30.125,32.75,35.375,37.475,0.853,0.0,38.908,35.833,40.732,46.854,52.977,57.875,-0.853,0.0,24.935,14.1,16.898,20.396,23.893,26.692,0.853,0.0,1.693,1.693,1.694,1.695,1.696,1.697,-0.853,0.0,1.251,1.222,1.268,1.326,1.385,1.431,-0.853,0.0,106.522,104.726,105.19,105.769,106.349,106.813,0.853,0.0,1.124,1.008,1.038,1.075,1.112,1.142,0.853,0.0,6.786,5.322,7.654,10.57,13.485,15.817,-0.853,0.0,48.939,48.174,48.703,48.979,49.203,49.487,-0.091,0.0,48.688,15.523,25.908,53.093,67.982,77.9,-0.191,0.0,0.06,-11.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,0.0,0.0,0.0,15.45,0.0,0.0,0.0,0.0,0.0,0.0,grass_perc,0.0,0.0,0.0,0.0,3,1.765,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2252,CH,Plaffeien-Schwyberg,Schwändlibach,SchPla,stream,7.29,46.69,2588340,1171015,1242.0,1.4,1448.92,1246.89,1312.05,1361.27,1446.02,1534.7,1587.87,1639.59,12.99,0.41,25.93,1981-10-01,2018-09-30,37,4.669,1.364,0.292,0.245,0.179,18.19,1.143,jja,212.409,3.705,son,1981-10-01,2018-09-30,37,2.151,0.461,1.493,4.559,0.261,194.676,0.063,10.295,49.109,2.163,167.436,7.639,0.03,37.714,28.025,30.125,32.75,35.375,37.475,2.904,0.0,35.276,35.833,40.732,46.854,52.977,57.875,-2.904,0.0,27.01,14.1,16.898,20.396,23.893,26.692,2.904,0.0,1.693,1.693,1.694,1.695,1.696,1.697,-2.904,0.0,1.216,1.222,1.268,1.326,1.385,1.431,-2.904,0.0,106.865,104.726,105.19,105.769,106.349,106.813,2.904,0.0,1.146,1.008,1.038,1.075,1.112,1.142,2.904,0.0,5.057,5.322,7.654,10.57,13.485,15.817,-2.904,0.0,48.754,47.857,48.525,48.695,49.092,49.582,0.13,0.0,45.28,22.6,26.931,41.714,68.954,78.759,0.154,0.0,0.06,-11.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,0.0,0.0,0.0,46.73,0.0,0.0,0.0,0.0,0.0,0.0,grass_perc,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2256,CH,Pontresina,Rosegbach,RosPon,stream,9.9,46.49,2788810,1151690,1775.0,66.5,2700.58,1774.55,2074.56,2349.79,2722.12,3041.09,3261.74,3981.42,27.49,1.59,85.11,1981-10-01,2020-09-30,39,3.036,0.964,0.317,0.384,0.516,20.82,1.283,jja,241.457,4.4,djf,1981-10-01,2020-09-30,39,3.813,1.256,0.485,6.116,0.617,287.795,0.109,14.241,38.845,5.316,153.51,98.148,0.0,78.603,67.316,74.327,77.093,81.144,86.444,0.221,74.76,13.83,8.818,11.165,14.083,16.976,23.258,-0.054,74.76,7.566,4.604,7.022,8.725,9.375,10.099,-0.469,74.76,1.042,0.43,0.497,0.931,1.27,2.203,0.201,74.76,1.636,1.57,1.588,1.598,1.649,1.72,0.543,74.76,47.634,16.428,31.871,56.481,69.513,85.819,-0.306,74.76,0.183,0.006,0.032,0.065,0.097,1.153,0.284,0.0,13.075,3.074,6.926,13.456,17.802,20.36,-0.051,74.76,40.142,21.569,37.9,39.591,50.132,52.668,0.052,11.79,27.471,26.479,26.964,27.355,27.632,46.789,0.043,11.79,0.009,-14.626,10.8,0.0,0.0,0.97,0.0,0.0,0.0,32.07,1.1,30.75,10.1,0.3,13.9,0.0,8.26,0.0,0.0,0.0,4.95,6.79,0.6,29.5,19.92,29.9,0.08,rock_perc,16.6913,0.91189,775.109,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,1.79,9.009,0.0,68.053,4.3,1.04,15.808,0.0,0.0
